call_id,flag,overtalk_pct,silence_pct,details
00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json,True,15.476190476190476,0.0,"{""violation"": true, ""evidence"": {""disclose_time"": 11.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Oh, I apologize for the confusion, Sarah. I'm reaching out about a debt related to an outstanding balance with Definite Bank."", ""stime"": 11.0}]}}"
019b9e97-9575-459e-9893-b59d8c99acef.json,True,10.399999999999999,1.0,"{""violation"": true, ""evidence"": {""disclose_time"": 10.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""I'm reaching out regarding your overdue balance on your account. I just wanted to discuss your payment options."", ""stime"": 10.0}]}}"
02b08433-58e0-46af-961e-221ba94cb8df.json,True,5.681818181818182,9.090909090909092,"{""violation"": true, ""evidence"": {""disclose_time"": 11.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""I'm reaching out regarding your outstanding balance with Global Credit. Can I have your name to proceed?"", ""stime"": 11.0}]}}"
02f1cff9-7d47-4168-b1f9-d9fba10847a0.json,False,4.639175257731959,10.412371134020612,"{""violation"": false, ""evidence"": {""disclose_time"": 39.0, ""verify_time"": 25.0, ""reason"": null, ""examples"": [{""type"": ""verify"", ""speaker"": ""borrower"", ""text"": ""Sure, it's 123 Elm Street."", ""stime"": 25.0}, {""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Great, I\u2019ve confirmed your identity. You have an outstanding balance of $250. How do you wish to proceed with the payment?"", ""stime"": 39.0}]}}"
03132d8f-6a7d-47d0-9540-c6a0ac32d946.json,True,0.0,7.6923076923076925,"{""violation"": true, ""evidence"": {""disclose_time"": 9.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Hello John, this is Lisa from Stellar Collections. I am calling about your overdue balance."", ""stime"": 9.0}]}}"
04bec80f-8614-484b-8ba2-831ff9dd03ef.json,True,13.750000000000002,0.625,"{""violation"": true, ""evidence"": {""disclose_time"": 49.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Payment plan? Who the hell do you think you are? Just pay the damn balance!"", ""stime"": 49.0}]}}"
05731aab-0e72-46c1-8fd3-dc50fb20c758.json,False,16.447368421052634,0.0,"{""violation"": false, ""evidence"": {""disclose_time"": 33.0, ""verify_time"": 29.0, ""reason"": null, ""examples"": [{""type"": ""verify"", ""speaker"": ""borrower"", ""text"": ""Yes, it's 123 Maple Street, Springfield."", ""stime"": 29.0}, {""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Great! I have verified your information. You currently have an outstanding balance of $250. How do you wish to proceed with payment?"", ""stime"": 33.0}]}}"
084fc190-bccc-472f-a6f8-de13e814c67d.json,True,6.097560975609756,6.097560975609756,"{""violation"": true, ""evidence"": {""disclose_time"": 11.0, ""verify_time"": 34.5, ""reason"": ""Disclosure at 11.00s before verification at 34.50s."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Thank you for confirming, Jordan. I'm calling regarding an outstanding balance on your account. Can you please verify your date of birth?"", ""stime"": 11.0}, {""type"": ""verify"", ""speaker"": ""borrower"", ""text"": ""It's 123 Maple Street, Springfield."", ""stime"": 34.5}]}}"
0b6979e4-8c05-49e1-b7a7-94d85a627df5.json,True,12.5,5.555555555555555,"{""violation"": true, ""evidence"": {""disclose_time"": 12.0, ""verify_time"": 21.0, ""reason"": ""Disclosure at 12.00s before verification at 21.00s."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""I\u2019m calling regarding an outstanding balance on your account. Could you please verify your address for me?"", ""stime"": 12.0}, {""type"": ""verify"", ""speaker"": ""borrower"", ""text"": ""Sure, it's 123 Elm Street, Springfield."", ""stime"": 21.0}]}}"
0b764207-9bf4-4201-b69a-b0e6077a5689.json,True,0.0,8.0,"{""violation"": true, ""evidence"": {""disclose_time"": 8.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""Hello Jamie, this is Sarah calling from Clear Collections. I'm reaching out about your outstanding balance on your account. Please call us back at one eight hundred two three four five six seven."", ""stime"": 8.0}]}}"
0ba31ba1-24ab-4d20-b0f2-eee6bc9a3d42.json,False,0.0,100.0,"{""violation"": false, ""evidence"": {""disclose_time"": null, ""verify_time"": null, ""reason"": null, ""examples"": []}}"
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a.json,True,0.0,5.69620253164557,"{""violation"": true, ""evidence"": {""disclose_time"": 15.0, ""verify_time"": null, ""reason"": ""Disclosure occurred and no prior verification detected."", ""examples"": [{""type"": ""disclose"", ""speaker"": ""agent"", ""text"": ""I'm glad to hear that! I'm reaching out to discuss your account with ABC Bank. Can I get your account number?"", ""stime"": 15.0}]}}"
